LMem%,Xput,XputNorm,XputErr,XputErrNorm,Faults,FaultsErr,NetReads,NetReadsErr,HitR,Count,System,Backend,EvP,EvB,CPU,Zipfs
0.04999248798076923,264049.9,0.6048740427500992,102858.71161023223,0.2356242692148254,,,,,,,,,,,,
0.08330829326923077,264049.9,0.6048740427500992,102858.71161023223,0.2356242692148254,,,,,,,,,,,,
0.1669921875,264049.9,0.6048740427500992,102858.71161023223,0.2356242692148254,,,,,,,,,,,,
0.22243088942307693,264049.9,0.6048740427500992,102858.71161023223,0.2356242692148254,,,,,,,,,,,,
0.3378155048076923,264049.9,0.6048740427500992,102858.71161023223,0.2356242692148254,,,,,,,,,,,,
0.41665414663461536,264049.9,0.6048740427500992,102858.71161023223,0.2356242692148254,,,,,,,,,,,,
0.5,264049.9,0.6048740427500992,102858.71161023223,0.2356242692148254,,,,,,,,,,,,
0.5833458533653846,264049.9,0.6048740427500992,102858.71161023223,0.2356242692148254,,,,,,,,,,,,
0.6666541466346154,264049.9,0.6048740427500992,102858.71161023223,0.2356242692148254,,,,,,,,,,,,
0.75,264049.9,0.6048740427500992,102858.71161023223,0.2356242692148254,,,,,,,,,,,,
0.8333458533653846,264049.9,0.6048740427500992,102858.71161023223,0.2356242692148254,,,,,,,,,,,,
0.9166541466346154,264049.9,0.6048740427500992,102858.71161023223,0.2356242692148254,,,,,,,,,,,,
1.0,264049.9,0.6048740427500992,102858.71161023223,0.2356242692148254,,,,,,,,,,,,
