LMem%,Xput,XputNorm,XputErr,XputErrNorm,Faults,FaultsErr,NetReads,NetReadsErr,HitR,Count,System,Backend,EvP,EvB,CPU,Zipfs
4.999248798076923,136675.75,0.3130908720223028,332.7618329977162,0.0007622763545764015,,,,,,,,,,,,
8.330829326923077,144256.75,0.330457097565613,395.4566189862044,0.0009058948473696475,,,,,,,,,,,,
16.69921875,221916.0,0.5083555345824066,6277.577279492463,0.014380401385203221,,,,,,,,,,,,
22.243088942307693,355549.125,0.8144764934014757,758.9467104975157,0.0017385621619645446,,,,,,,,,,,,
33.78155048076923,356202.25,0.8159726437850628,804.8581785010325,0.0018437341588480119,,,,,,,,,,,,
41.66541466346154,359465.5,0.8234479551561494,981.1289415769978,0.0022475275671409427,,,,,,,,,,,,
50.0,361369.75,0.8278101283510905,1200.7455756737145,0.0027506158141777618,,,,,,,,,,,,
58.33458533653846,364805.375,0.8356803088856156,1620.2780577342273,0.003711662603019273,,,,,,,,,,,,
66.66541466346153,368217.25,0.8434960839516467,1318.4397739373612,0.0030202245718859194,,,,,,,,,,,,
75.0,371251.25,0.8504462393794798,1221.2694983090341,0.00279763112475927,,,,,,,,,,,,
83.33458533653847,375139.5,0.8593532736056737,982.9832145057209,0.0022517752550315785,,,,,,,,,,,,
91.66541466346153,389226.25,0.8916225886923674,2354.699118252691,0.005394042471205644,,,,,,,,,,,,
100.0,366250.5,0.8389907384711949,19241.775379366634,0.04407822333356998,,,,,,,,,,,,
