LMem%,Xput,XputNorm,XputErr,XputErrNorm,Faults,FaultsErr,NetReads,NetReadsErr,HitR,Count,System,Backend,EvP,EvB,CPU,Zipfs
4.999248798076923,176822.0,0.4047955899253236,0,0,,,,,,,,,,,,
8.330829326923077,189601.0,0.43405033675352206,0,0,,,,,,,,,,,,
16.69921875,303048.0,0.6937626196722663,0,0,,,,,,,,,,,,
22.243088942307693,404289.0,0.9255319148936171,0,0,,,,,,,,,,,,
33.78155048076923,403482.0,0.9236844635523261,0,0,,,,,,,,,,,,
41.66541466346154,407673.0,0.9332788483991045,0,0,,,,,,,,,,,,
50.0,406611.0,0.9308476299053611,0,0,,,,,,,,,,,,
58.33458533653846,413356.0,0.9462888434084676,0,0,,,,,,,,,,,,
66.66541466346153,413295.0,0.9461491971484692,0,0,,,,,,,,,,,,
75.0,426555.0,0.9765050890759996,0,0,,,,,,,,,,,,
83.33458533653847,434727.0,0.9952131093498894,0,0,,,,,,,,,,,,
91.66541466346153,447169.0,1.0236963678236704,0,0,,,,,,,,,,,,
100.0,446847.0,1.0229592187135146,0,0,,,,,,,,,,,,
